Gene 1	Gene 2	Weight	Network group	Network
PSMA3	PSMA2	0.115847304	Predicted	I2D-BIND-Yeast2Human
PSMA3	PSMA4	0.12838595	Predicted	I2D-BIND-Yeast2Human
PSMA3	PSMA6	0.16670524	Predicted	I2D-BIND-Yeast2Human
PSMA5	PSMA8	0.18577223	Predicted	I2D-BIND-Yeast2Human
PSMA5	PSMA2	0.114451505	Predicted	I2D-BIND-Yeast2Human
PSMA5	PSMA4	0.12683906	Predicted	I2D-BIND-Yeast2Human
PSMA5	PSMB1	0.13820617	Predicted	I2D-BIND-Yeast2Human
PSMA5	PSMA3	0.14458807	Predicted	I2D-BIND-Yeast2Human
PSMB2	PSMA8	0.20625556	Predicted	I2D-BIND-Yeast2Human
PSMB2	PSMA4	0.14082439	Predicted	I2D-BIND-Yeast2Human
PSMA1	PSMA4	0.111592814	Predicted	I2D-BIND-Yeast2Human
PSMA1	PSMB1	0.12159357	Predicted	I2D-BIND-Yeast2Human
PSMA1	PSMA3	0.12720837	Predicted	I2D-BIND-Yeast2Human
PSMA1	PSMA5	0.12567566	Predicted	I2D-BIND-Yeast2Human
PSMB3	PSMA2	0.13031161	Predicted	I2D-BIND-Yeast2Human
PSMB3	PSMA4	0.14441577	Predicted	I2D-BIND-Yeast2Human
PSMB3	PSMB1	0.15735807	Predicted	I2D-BIND-Yeast2Human
PSMB3	PSMB2	0.18057367	Predicted	I2D-BIND-Yeast2Human
PSMB8	PSMA8	0.18218581	Predicted	I2D-BIND-Yeast2Human
PSMB8	PSMB1	0.13553804	Predicted	I2D-BIND-Yeast2Human
PSMB8	PSMA5	0.14008829	Predicted	I2D-BIND-Yeast2Human
PSMB8	PSMB2	0.15553448	Predicted	I2D-BIND-Yeast2Human
PSMB8	PSMB3	0.15950099	Predicted	I2D-BIND-Yeast2Human
PSMB6	PSMA6	0.1585003	Predicted	I2D-BIND-Yeast2Human
PSMB6	PSMA3	0.13914825	Predicted	I2D-BIND-Yeast2Human
PSMB6	PSMB8	0.13481776	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMA2	0.10369409	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMB1	0.125216	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMA6	0.14921664	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMB3	0.14735404	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMB8	0.12692122	Predicted	I2D-BIND-Yeast2Human
PSMB7	PSMB6	0.12455058	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMB1	0.11810932	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMA6	0.14074779	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMA3	0.12356322	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMB2	0.13553444	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMA1	0.10740091	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMB6	0.11748166	Predicted	I2D-BIND-Yeast2Human
PSMB4	PSMB7	0.110600546	Predicted	I2D-BIND-Yeast2Human
PIK3CG	PIK3CD	0.9354144	Predicted	I2D-BioGRID-Mouse2Human
USP14	PSMA4	0.3989869	Predicted	I2D-BioGRID-Mouse2Human
DAP	UNC5B	1	Predicted	I2D-BioGRID-Mouse2Human
B2M	TAP1	0.97320914	Predicted	I2D-BioGRID-Mouse2Human
AKT2	PIK3CD	0.07724113	Predicted	I2D-BioGRID-Fly2Human
PSMA4	PSMA2	0.035181478	Predicted	I2D-BioGRID-Fly2Human
PSMB1	PSMA2	0.031892247	Predicted	I2D-BioGRID-Fly2Human
PSMB1	PSMA4	0.03523845	Predicted	I2D-BioGRID-Fly2Human
PSMA3	PSMA2	0.03274875	Predicted	I2D-BioGRID-Fly2Human
PSMA3	PSMA4	0.03618482	Predicted	I2D-BioGRID-Fly2Human
PSMA3	PSMB1	0.03280178	Predicted	I2D-BioGRID-Fly2Human
PSMA5	PSMA2	0.03368769	Predicted	I2D-BioGRID-Fly2Human
PSMA5	PSMA4	0.03722227	Predicted	I2D-BioGRID-Fly2Human
PSMA5	PSMB1	0.033742238	Predicted	I2D-BioGRID-Fly2Human
PSMA5	PSMA3	0.03464843	Predicted	I2D-BioGRID-Fly2Human
PSMB2	PSMA2	0.03326905	Predicted	I2D-BioGRID-Fly2Human
PSMB2	PSMA4	0.036759708	Predicted	I2D-BioGRID-Fly2Human
PSMB2	PSMB1	0.033322923	Predicted	I2D-BioGRID-Fly2Human
PSMB2	PSMA3	0.034217853	Predicted	I2D-BioGRID-Fly2Human
PSMB2	PSMA5	0.03519891	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMA2	0.026179269	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMA4	0.02892605	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMB1	0.02622166	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMA3	0.026925877	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMA5	0.027697865	Predicted	I2D-BioGRID-Fly2Human
PSMB3	PSMB2	0.027353663	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMA2	0.029530542	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMA4	0.032628946	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMB1	0.02957836	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMA3	0.030372724	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMA5	0.031243538	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMB2	0.030855274	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMA1	0.14893071	Predicted	I2D-BioGRID-Fly2Human
PSMB7	PSMB3	0.024279878	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMA2	0.032369733	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMA4	0.03576603	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMB1	0.032422148	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMA3	0.033292882	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMA5	0.03424742	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMB2	0.03382183	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMB3	0.026614247	Predicted	I2D-BioGRID-Fly2Human
PSMB4	PSMB7	0.030021202	Predicted	I2D-BioGRID-Fly2Human
PSMA2	PSMA8	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA4	PSMA8	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA4	PSMA2	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB1	PSMA8	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB1	PSMA2	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB1	PSMA4	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA6	PSMA8	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA6	PSMA2	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA6	PSMA4	0.039004244	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA6	PSMB1	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA3	PSMA8	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA3	PSMA2	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA3	PSMA4	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA3	PSMB1	0.087207146	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA3	PSMA6	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMA8	0.0740072	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMA2	0.0740072	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMA4	0.053204753	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMB1	0.07955555	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMA6	0.053204753	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA5	PSMA3	0.07955555	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA8	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA2	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA4	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMB1	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA6	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA3	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB2	PSMA5	0.0740072	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA8	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA2	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA4	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMB1	0.087207146	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA6	0.05832194	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA3	0.087207146	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMA5	0.07955555	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA1	PSMB2	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB3	PSMA8	0.11129687	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB3	PSMA2	0.11129687	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB3	PSMA4	0.08001279	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB3	PSMA6	0.08001279	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB3	PSMB2	0.11129687	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA8	0.07143551	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA2	0.07143551	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA4	0.051355932	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMB1	0.07679108	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA6	0.051355932	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA3	0.07679108	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA5	0.07005339	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMB2	0.07143551	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMA1	0.07679108	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB8	PSMB3	0.105350874	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA8	0.086964294	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA2	0.086964294	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA4	0.06251978	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMB1	0.09348406	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA6	0.06251978	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA3	0.09348406	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMA5	0.08528172	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMB2	0.086964294	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB6	PSMB8	0.08231827	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA8	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA2	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA4	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMB1	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA6	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA3	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA5	0.0740072	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMB2	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMA1	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMB3	0.11129687	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMB8	0.07143551	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB7	PSMB6	0.086964294	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA8	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA2	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA4	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB1	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA6	0.054254457	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA3	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA5	0.0740072	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB2	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMA1	0.08112515	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB3	0.11129687	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB8	0.07143551	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB6	0.086964294	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMB4	PSMB7	0.075467326	Predicted	I2D-Krogan-Greenblatt-2006-Core-Yeast2Human
PSMA2	PSMA8	0.042647578	Predicted	I2D-IntAct-Yeast2Human
PSMA4	PSMA8	0.039769482	Predicted	I2D-IntAct-Yeast2Human
PSMA4	PSMA2	0.043160357	Predicted	I2D-IntAct-Yeast2Human
PSMB1	PSMA8	0.051983315	Predicted	I2D-IntAct-Yeast2Human
PSMB1	PSMA2	0.056415584	Predicted	I2D-IntAct-Yeast2Human
PSMB1	PSMA4	0.052608345	Predicted	I2D-IntAct-Yeast2Human
PSMA6	PSMA8	0.03821416	Predicted	I2D-IntAct-Yeast2Human
PSMA6	PSMA2	0.041472424	Predicted	I2D-IntAct-Yeast2Human
PSMA6	PSMA4	0.03867363	Predicted	I2D-IntAct-Yeast2Human
PSMA6	PSMB1	0.05055091	Predicted	I2D-IntAct-Yeast2Human
PSMA3	PSMA8	0.04216509	Predicted	I2D-IntAct-Yeast2Human
PSMA3	PSMA2	0.045760226	Predicted	I2D-IntAct-Yeast2Human
PSMA3	PSMA4	0.042672068	Predicted	I2D-IntAct-Yeast2Human
PSMA3	PSMB1	0.055777334	Predicted	I2D-IntAct-Yeast2Human
PSMA3	PSMA6	0.04100323	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMA8	0.055196468	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMA2	0.059902698	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMA4	0.05586013	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMB1	0.07301565	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMA6	0.053675525	Predicted	I2D-IntAct-Yeast2Human
PSMA5	PSMA3	0.059224997	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA8	0.047430363	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA2	0.051474433	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA4	0.04800065	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMB1	0.0627424	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA6	0.046123415	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA3	0.05089208	Predicted	I2D-IntAct-Yeast2Human
PSMB2	PSMA5	0.06662058	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA8	0.035162695	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA2	0.038160782	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA4	0.03558548	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMB1	0.04651434	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA6	0.034193788	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA3	0.037729055	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMA5	0.049389448	Predicted	I2D-IntAct-Yeast2Human
PSMA1	PSMB2	0.04244039	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMA8	0.07009126	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMA2	0.07606747	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMA4	0.07093401	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMA6	0.06815989	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMA3	0.07520689	Predicted	I2D-IntAct-Yeast2Human
PSMB3	PSMB2	0.08459818	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA8	0.046503015	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA2	0.050468016	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA4	0.04706215	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMB1	0.06151568	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA6	0.045221623	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA3	0.049897052	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA5	0.06531803	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMB2	0.05612783	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMA1	0.041610602	Predicted	I2D-IntAct-Yeast2Human
PSMB8	PSMB3	0.08294414	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA8	0.045058325	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA2	0.04890015	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA4	0.045600094	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMB1	0.0596046	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA6	0.043816745	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA3	0.04834692	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA5	0.06328883	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMB2	0.054384135	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMA1	0.040317904	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMB3	0.08036735	Predicted	I2D-IntAct-Yeast2Human
PSMB6	PSMB8	0.053320833	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA8	0.060687188	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA2	0.065861575	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA4	0.061416868	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMB1	0.08027895	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA6	0.059014946	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA3	0.06511646	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA5	0.085241094	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMB2	0.07324773	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMA1	0.05430251	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMB3	0.10824344	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMB8	0.07181561	Predicted	I2D-IntAct-Yeast2Human
PSMB7	PSMB6	0.06958455	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA8	0.047083046	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA2	0.051097505	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA4	0.047649156	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB1	0.06228297	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA6	0.045785673	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA3	0.050519418	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA5	0.066132754	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB2	0.056827918	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMA1	0.042129613	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB3	0.08397871	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB8	0.055716835	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB6	0.053985905	Predicted	I2D-IntAct-Yeast2Human
PSMB4	PSMB7	0.07271136	Predicted	I2D-IntAct-Yeast2Human
USP14	PSMA1	0.036215674	Predicted	I2D-IntAct-Yeast2Human
PSMA2	PSMA8	0.055675	Predicted	I2D-MINT-Yeast2Human
PSMA4	PSMA8	0.05390816	Predicted	I2D-MINT-Yeast2Human
PSMA4	PSMA2	0.043469727	Predicted	I2D-MINT-Yeast2Human
PSMB1	PSMA8	0.07421376	Predicted	I2D-MINT-Yeast2Human
PSMB1	PSMA2	0.05984348	Predicted	I2D-MINT-Yeast2Human
PSMB1	PSMA4	0.057944354	Predicted	I2D-MINT-Yeast2Human
PSMA6	PSMA8	0.050424825	Predicted	I2D-MINT-Yeast2Human
PSMA6	PSMA2	0.040660884	Predicted	I2D-MINT-Yeast2Human
PSMA6	PSMA4	0.039370514	Predicted	I2D-MINT-Yeast2Human
PSMA6	PSMB1	0.05420022	Predicted	I2D-MINT-Yeast2Human
PSMA3	PSMA8	0.0654013	Predicted	I2D-MINT-Yeast2Human
PSMA3	PSMA2	0.05273741	Predicted	I2D-MINT-Yeast2Human
PSMA3	PSMA4	0.051063795	Predicted	I2D-MINT-Yeast2Human
PSMA3	PSMB1	0.07029801	Predicted	I2D-MINT-Yeast2Human
PSMA3	PSMA6	0.047764253	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMA8	0.07316121	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMA2	0.05899474	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMA4	0.057122547	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMB1	0.07863892	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMA6	0.053431515	Predicted	I2D-MINT-Yeast2Human
PSMA5	PSMA3	0.069300994	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA8	0.06129174	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA2	0.049423598	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA4	0.047855146	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMB1	0.06588076	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA6	0.044762935	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA3	0.058057792	Predicted	I2D-MINT-Yeast2Human
PSMB2	PSMA5	0.06494639	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA8	0.057977933	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA2	0.04675146	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA4	0.045267805	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMB1	0.062318843	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA6	0.04234278	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA3	0.054918833	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMA5	0.061434995	Predicted	I2D-MINT-Yeast2Human
PSMA1	PSMB2	0.05146795	Predicted	I2D-MINT-Yeast2Human
PSMB3	PSMA8	0.1034728	Predicted	I2D-MINT-Yeast2Human
PSMB3	PSMA2	0.08343699	Predicted	I2D-MINT-Yeast2Human
PSMB3	PSMA4	0.08078913	Predicted	I2D-MINT-Yeast2Human
PSMB3	PSMA6	0.07556885	Predicted	I2D-MINT-Yeast2Human
PSMB3	PSMB2	0.09185448	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA8	0.061276	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA2	0.04941091	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA4	0.04784286	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMB1	0.06586384	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA6	0.04475144	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA3	0.058042884	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA5	0.06492972	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMB2	0.054395698	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMA1	0.051454734	Predicted	I2D-MINT-Yeast2Human
PSMB8	PSMB3	0.09183089	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA8	0.07655514	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA2	0.061731488	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA4	0.059772447	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMB1	0.082286954	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA6	0.055910192	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA3	0.072515845	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMA5	0.0811199	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMB2	0.067959234	Predicted	I2D-MINT-Yeast2Human
PSMB6	PSMB8	0.067941785	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA8	0.07594583	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA2	0.061240163	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA4	0.059296716	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMB1	0.081632026	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA6	0.0554652	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA3	0.07193869	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA5	0.080474265	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMB2	0.067418344	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMA1	0.063773304	Predicted	I2D-MINT-Yeast2Human
